Transacao,Data de compra,ID Consumidor,ID Produto,Quantidade,Venda_unitaria,Faturamento
7529,"domingo, 17 de abril de 2022",272,17,6,R$ 60,R$ 360
7549,"domingo, 17 de abril de 2022",4528,17,6,R$ 60,R$ 360
7559,"segunda-feira, 18 de abril de 2022",5294,17,6,R$ 60,R$ 360
7878,"sexta-feira, 29 de abril de 2022",6685,17,6,R$ 60,R$ 360
8800,"quarta-feira, 1 de junho de 2022",6912,17,6,R$ 60,R$ 360
8893,"domingo, 5 de junho de 2022",8298,17,6,R$ 60,R$ 360
8916,"segunda-feira, 6 de junho de 2022",3194,17,6,R$ 60,R$ 360
9055,"sábado, 11 de junho de 2022",3567,17,6,R$ 60,R$ 360
9062,"sábado, 11 de junho de 2022",6652,17,6,R$ 60,R$ 360
9346,"terça-feira, 21 de junho de 2022",3186,17,6,R$ 60,R$ 360
9381,"quinta-feira, 23 de junho de 2022",3532,17,6,R$ 60,R$ 360
9384,"quinta-feira, 23 de junho de 2022",2175,17,6,R$ 60,R$ 360
9566,"quinta-feira, 30 de junho de 2022",8391,17,6,R$ 60,R$ 360
9568,"quinta-feira, 30 de junho de 2022",4321,17,6,R$ 60,R$ 360
9643,"sábado, 2 de julho de 2022",8872,17,6,R$ 60,R$ 360
10349,"quinta-feira, 28 de julho de 2022",2337,17,6,R$ 60,R$ 360
11033,"terça-feira, 23 de agosto de 2022",4780,17,6,R$ 60,R$ 360
11051,"quarta-feira, 24 de agosto de 2022",7370,17,6,R$ 60,R$ 360
11305,"sábado, 3 de setembro de 2022",1553,17,6,R$ 60,R$ 360
11422,"quarta-feira, 7 de setembro de 2022",1792,17,6,R$ 60,R$ 360
12086,"sábado, 1 de outubro de 2022",6169,17,6,R$ 60,R$ 360
12153,"segunda-feira, 3 de outubro de 2022",1578,17,6,R$ 60,R$ 360
12662,"sábado, 22 de outubro de 2022",6181,17,6,R$ 60,R$ 360
12704,"domingo, 23 de outubro de 2022",8044,17,6,R$ 60,R$ 360
12912,"segunda-feira, 31 de outubro de 2022",1977,17,6,R$ 60,R$ 360
13065,"sábado, 5 de novembro de 2022",1386,17,6,R$ 60,R$ 360
13324,"segunda-feira, 14 de novembro de 2022",4219,17,6,R$ 60,R$ 360
13445,"sexta-feira, 18 de novembro de 2022",9848,17,6,R$ 60,R$ 360
13481,"domingo, 20 de novembro de 2022",4881,17,6,R$ 60,R$ 360
13726,"quarta-feira, 30 de novembro de 2022",99,17,6,R$ 60,R$ 360
13895,"sábado, 10 de dezembro de 2022",498,17,6,R$ 60,R$ 360
13929,"terça-feira, 13 de dezembro de 2022",9644,17,6,R$ 60,R$ 360
82,"domingo, 10 de janeiro de 2021",7354,14,6,"R$ 2,5",R$ 15
174,"quarta-feira, 20 de janeiro de 2021",9810,14,6,"R$ 2,5",R$ 15
358,"sexta-feira, 5 de fevereiro de 2021",7556,14,6,"R$ 2,5",R$ 15
650,"segunda-feira, 1 de março de 2021",3470,14,6,"R$ 2,5",R$ 15
932,"sábado, 20 de março de 2021",3476,14,6,"R$ 2,5",R$ 15
1144,"sábado, 3 de abril de 2021",4618,14,6,"R$ 2,5",R$ 15
1160,"domingo, 4 de abril de 2021",6842,14,6,"R$ 2,5",R$ 15
1299,"quarta-feira, 14 de abril de 2021",1271,14,6,"R$ 2,5",R$ 15
1653,"domingo, 9 de maio de 2021",2378,14,6,"R$ 2,5",R$ 15
2211,"quinta-feira, 24 de junho de 2021",4125,14,6,"R$ 2,5",R$ 15
2440,"quarta-feira, 14 de julho de 2021",1813,14,6,"R$ 2,5",R$ 15
2491,"sábado, 17 de julho de 2021",2555,14,6,"R$ 2,5",R$ 15
2532,"quarta-feira, 21 de julho de 2021",6892,14,6,"R$ 2,5",R$ 15
2899,"sexta-feira, 20 de agosto de 2021",5724,14,6,"R$ 2,5",R$ 15
3139,"quinta-feira, 9 de setembro de 2021",5435,14,6,"R$ 2,5",R$ 15
3170,"sábado, 11 de setembro de 2021",6893,14,6,"R$ 2,5",R$ 15
3407,"sábado, 2 de outubro de 2021",6681,14,6,"R$ 2,5",R$ 15
3436,"domingo, 3 de outubro de 2021",6892,14,6,"R$ 2,5",R$ 15
3672,"sábado, 23 de outubro de 2021",5962,14,6,"R$ 2,5",R$ 15
4083,"terça-feira, 23 de novembro de 2021",7465,14,6,"R$ 2,5",R$ 15
4647,"terça-feira, 28 de dezembro de 2021",7355,14,6,"R$ 2,5",R$ 15
4689,"quinta-feira, 30 de dezembro de 2021",2927,14,6,"R$ 2,5",R$ 15
4772,"domingo, 2 de janeiro de 2022",10104,14,6,"R$ 2,5",R$ 15
4907,"sábado, 8 de janeiro de 2022",1067,14,6,"R$ 2,5",R$ 15
4914,"sábado, 8 de janeiro de 2022",7929,14,6,"R$ 2,5",R$ 15
5385,"quinta-feira, 27 de janeiro de 2022",6081,14,6,"R$ 2,5",R$ 15
5580,"quinta-feira, 3 de fevereiro de 2022",10260,14,6,"R$ 2,5",R$ 15
5586,"quinta-feira, 3 de fevereiro de 2022",1799,14,6,"R$ 2,5",R$ 15
5850,"domingo, 13 de fevereiro de 2022",1593,14,6,"R$ 2,5",R$ 15
5959,"quinta-feira, 17 de fevereiro de 2022",6977,14,6,"R$ 2,5",R$ 15
6126,"terça-feira, 22 de fevereiro de 2022",8228,14,6,"R$ 2,5",R$ 15
6285,"segunda-feira, 28 de fevereiro de 2022",8237,14,6,"R$ 2,5",R$ 15
6519,"quarta-feira, 9 de março de 2022",4174,14,6,"R$ 2,5",R$ 15
6972,"sábado, 26 de março de 2022",4026,14,6,"R$ 2,5",R$ 15
7027,"segunda-feira, 28 de março de 2022",8336,14,6,"R$ 2,5",R$ 15
7170,"domingo, 3 de abril de 2022",1499,14,6,"R$ 2,5",R$ 15
7441,"quarta-feira, 13 de abril de 2022",487,14,6,"R$ 2,5",R$ 15
7503,"sexta-feira, 15 de abril de 2022",8110,14,6,"R$ 2,5",R$ 15
7544,"domingo, 17 de abril de 2022",8670,14,6,"R$ 2,5",R$ 15
7706,"sábado, 23 de abril de 2022",1428,14,6,"R$ 2,5",R$ 15
8200,"terça-feira, 10 de maio de 2022",8457,14,6,"R$ 2,5",R$ 15
8445,"sexta-feira, 20 de maio de 2022",4104,14,6,"R$ 2,5",R$ 15
8546,"segunda-feira, 23 de maio de 2022",8191,14,6,"R$ 2,5",R$ 15
8677,"sábado, 28 de maio de 2022",7967,14,6,"R$ 2,5",R$ 15
8775,"terça-feira, 31 de maio de 2022",9525,14,6,"R$ 2,5",R$ 15
8984,"quarta-feira, 8 de junho de 2022",3747,14,6,"R$ 2,5",R$ 15
9077,"sábado, 11 de junho de 2022",2201,14,6,"R$ 2,5",R$ 15
9125,"segunda-feira, 13 de junho de 2022",8670,14,6,"R$ 2,5",R$ 15
9247,"sábado, 18 de junho de 2022",8061,14,6,"R$ 2,5",R$ 15
9629,"sábado, 2 de julho de 2022",554,14,6,"R$ 2,5",R$ 15
9756,"quinta-feira, 7 de julho de 2022",1234,14,6,"R$ 2,5",R$ 15
9776,"quinta-feira, 7 de julho de 2022",9953,14,6,"R$ 2,5",R$ 15
9805,"sexta-feira, 8 de julho de 2022",2998,14,6,"R$ 2,5",R$ 15
9869,"domingo, 10 de julho de 2022",5409,14,6,"R$ 2,5",R$ 15
10275,"segunda-feira, 25 de julho de 2022",6888,14,6,"R$ 2,5",R$ 15
10310,"terça-feira, 26 de julho de 2022",8003,14,6,"R$ 2,5",R$ 15
10571,"sábado, 6 de agosto de 2022",3226,14,6,"R$ 2,5",R$ 15
10648,"segunda-feira, 8 de agosto de 2022",3691,14,6,"R$ 2,5",R$ 15
10672,"terça-feira, 9 de agosto de 2022",5568,14,6,"R$ 2,5",R$ 15
11015,"segunda-feira, 22 de agosto de 2022",1550,14,6,"R$ 2,5",R$ 15
11487,"sexta-feira, 9 de setembro de 2022",9239,14,6,"R$ 2,5",R$ 15
11939,"domingo, 25 de setembro de 2022",9631,14,6,"R$ 2,5",R$ 15
12004,"terça-feira, 27 de setembro de 2022",3412,14,6,"R$ 2,5",R$ 15
12061,"quinta-feira, 29 de setembro de 2022",6008,14,6,"R$ 2,5",R$ 15
12182,"terça-feira, 4 de outubro de 2022",6712,14,6,"R$ 2,5",R$ 15
12614,"quinta-feira, 20 de outubro de 2022",670,14,6,"R$ 2,5",R$ 15
13167,"quarta-feira, 9 de novembro de 2022",5095,14,6,"R$ 2,5",R$ 15
13656,"domingo, 27 de novembro de 2022",9819,14,6,"R$ 2,5",R$ 15
13992,"segunda-feira, 19 de dezembro de 2022",4527,14,6,"R$ 2,5",R$ 15
14037,"domingo, 25 de dezembro de 2022",8843,14,6,"R$ 2,5",R$ 15
77,"sábado, 9 de janeiro de 2021",4925,5,6,R$ 7,R$ 42
86,"domingo, 10 de janeiro de 2021",3849,5,6,R$ 7,R$ 42
302,"segunda-feira, 1 de fevereiro de 2021",6233,5,6,R$ 7,R$ 42
400,"segunda-feira, 8 de fevereiro de 2021",8858,5,6,R$ 7,R$ 42
786,"quarta-feira, 10 de março de 2021",1253,5,6,R$ 7,R$ 42
792,"quinta-feira, 11 de março de 2021",5002,5,6,R$ 7,R$ 42
1049,"domingo, 28 de março de 2021",4534,5,6,R$ 7,R$ 42
1364,"domingo, 18 de abril de 2021",2878,5,6,R$ 7,R$ 42
1412,"quarta-feira, 21 de abril de 2021",757,5,6,R$ 7,R$ 42
1417,"quinta-feira, 22 de abril de 2021",1409,5,6,R$ 7,R$ 42
1680,"terça-feira, 11 de maio de 2021",1497,5,6,R$ 7,R$ 42
1947,"terça-feira, 1 de junho de 2021",1438,5,6,R$ 7,R$ 42
1975,"sexta-feira, 4 de junho de 2021",8172,5,6,R$ 7,R$ 42
2090,"terça-feira, 15 de junho de 2021",3015,5,6,R$ 7,R$ 42
2135,"sábado, 19 de junho de 2021",5610,5,6,R$ 7,R$ 42
2155,"domingo, 20 de junho de 2021",8070,5,6,R$ 7,R$ 42
2655,"sábado, 31 de julho de 2021",9787,5,6,R$ 7,R$ 42
2734,"sexta-feira, 6 de agosto de 2021",4413,5,6,R$ 7,R$ 42
2740,"sábado, 7 de agosto de 2021",3804,5,6,R$ 7,R$ 42
2870,"terça-feira, 17 de agosto de 2021",1899,5,6,R$ 7,R$ 42
3691,"segunda-feira, 25 de outubro de 2021",4041,5,6,R$ 7,R$ 42
3786,"segunda-feira, 1 de novembro de 2021",2390,5,6,R$ 7,R$ 42
3929,"sábado, 13 de novembro de 2021",8281,5,6,R$ 7,R$ 42
3952,"domingo, 14 de novembro de 2021",1633,5,6,R$ 7,R$ 42
4209,"quinta-feira, 2 de dezembro de 2021",2224,5,6,R$ 7,R$ 42
4294,"terça-feira, 7 de dezembro de 2021",1144,5,6,R$ 7,R$ 42
4507,"segunda-feira, 20 de dezembro de 2021",9187,5,6,R$ 7,R$ 42
5171,"quarta-feira, 19 de janeiro de 2022",9241,5,6,R$ 7,R$ 42
5229,"sexta-feira, 21 de janeiro de 2022",921,5,6,R$ 7,R$ 42
5241,"sexta-feira, 21 de janeiro de 2022",1419,5,6,R$ 7,R$ 42
5549,"quarta-feira, 2 de fevereiro de 2022",7242,5,6,R$ 7,R$ 42
5905,"terça-feira, 15 de fevereiro de 2022",9311,5,6,R$ 7,R$ 42
6077,"domingo, 20 de fevereiro de 2022",4676,5,6,R$ 7,R$ 42
6190,"quinta-feira, 24 de fevereiro de 2022",9086,5,6,R$ 7,R$ 42
6580,"sexta-feira, 11 de março de 2022",8777,5,6,R$ 7,R$ 42
7114,"quinta-feira, 31 de março de 2022",2378,5,6,R$ 7,R$ 42
7249,"quarta-feira, 6 de abril de 2022",6744,5,6,R$ 7,R$ 42
7444,"quarta-feira, 13 de abril de 2022",2467,5,6,R$ 7,R$ 42
7639,"quarta-feira, 20 de abril de 2022",4972,5,6,R$ 7,R$ 42
7792,"terça-feira, 26 de abril de 2022",875,5,6,R$ 7,R$ 42
7868,"sexta-feira, 29 de abril de 2022",1259,5,6,R$ 7,R$ 42
8072,"sexta-feira, 6 de maio de 2022",9076,5,6,R$ 7,R$ 42
8109,"sábado, 7 de maio de 2022",2998,5,6,R$ 7,R$ 42
8157,"domingo, 8 de maio de 2022",869,5,6,R$ 7,R$ 42
8407,"quarta-feira, 18 de maio de 2022",3870,5,6,R$ 7,R$ 42
8473,"sexta-feira, 20 de maio de 2022",5007,5,6,R$ 7,R$ 42
8756,"segunda-feira, 30 de maio de 2022",8966,5,6,R$ 7,R$ 42
9160,"terça-feira, 14 de junho de 2022",9143,5,6,R$ 7,R$ 42
9367,"quarta-feira, 22 de junho de 2022",8111,5,6,R$ 7,R$ 42
9466,"domingo, 26 de junho de 2022",1425,5,6,R$ 7,R$ 42
9532,"terça-feira, 28 de junho de 2022",8921,5,6,R$ 7,R$ 42
9821,"sábado, 9 de julho de 2022",1125,5,6,R$ 7,R$ 42
9867,"domingo, 10 de julho de 2022",4026,5,6,R$ 7,R$ 42
10099,"segunda-feira, 18 de julho de 2022",7471,5,6,R$ 7,R$ 42
10465,"terça-feira, 2 de agosto de 2022",6821,5,6,R$ 7,R$ 42
10545,"quinta-feira, 4 de agosto de 2022",10002,5,6,R$ 7,R$ 42
10689,"quarta-feira, 10 de agosto de 2022",1972,5,6,R$ 7,R$ 42
11223,"terça-feira, 30 de agosto de 2022",5129,5,6,R$ 7,R$ 42
11491,"sábado, 10 de setembro de 2022",3448,5,6,R$ 7,R$ 42
12005,"terça-feira, 27 de setembro de 2022",4409,5,6,R$ 7,R$ 42
12197,"quarta-feira, 5 de outubro de 2022",2341,5,6,R$ 7,R$ 42
12308,"domingo, 9 de outubro de 2022",1758,5,6,R$ 7,R$ 42
12580,"quarta-feira, 19 de outubro de 2022",5657,5,6,R$ 7,R$ 42
12761,"terça-feira, 25 de outubro de 2022",6635,5,6,R$ 7,R$ 42
13369,"terça-feira, 15 de novembro de 2022",6931,5,6,R$ 7,R$ 42
13508,"segunda-feira, 21 de novembro de 2022",7134,5,6,R$ 7,R$ 42
13662,"domingo, 27 de novembro de 2022",9585,5,6,R$ 7,R$ 42
13714,"terça-feira, 29 de novembro de 2022",4032,5,6,R$ 7,R$ 42
13870,"sexta-feira, 9 de dezembro de 2022",9425,5,6,R$ 7,R$ 42
780,"quarta-feira, 10 de março de 2021",7733,13,6,R$ 50,R$ 300
781,"quarta-feira, 10 de março de 2021",5814,13,6,R$ 50,R$ 300
920,"sexta-feira, 19 de março de 2021",1730,13,6,R$ 50,R$ 300
1007,"sexta-feira, 26 de março de 2021",4868,13,6,R$ 50,R$ 300
1129,"sexta-feira, 2 de abril de 2021",7822,13,6,R$ 50,R$ 300
1331,"sexta-feira, 16 de abril de 2021",1780,13,6,R$ 50,R$ 300
1600,"quarta-feira, 5 de maio de 2021",7413,13,6,R$ 50,R$ 300
1608,"quarta-feira, 5 de maio de 2021",1692,13,6,R$ 50,R$ 300
1837,"segunda-feira, 24 de maio de 2021",769,13,6,R$ 50,R$ 300
2025,"terça-feira, 8 de junho de 2021",8414,13,6,R$ 50,R$ 300
2195,"terça-feira, 22 de junho de 2021",8769,13,6,R$ 50,R$ 300
2288,"quarta-feira, 30 de junho de 2021",5973,13,6,R$ 50,R$ 300
2948,"segunda-feira, 23 de agosto de 2021",3086,13,6,R$ 50,R$ 300
3176,"sábado, 11 de setembro de 2021",7236,13,6,R$ 50,R$ 300
3190,"segunda-feira, 13 de setembro de 2021",5438,13,6,R$ 50,R$ 300
3557,"terça-feira, 12 de outubro de 2021",464,13,6,R$ 50,R$ 300
3650,"quinta-feira, 21 de outubro de 2021",8619,13,6,R$ 50,R$ 300
3668,"sábado, 23 de outubro de 2021",49,13,6,R$ 50,R$ 300
4840,"quarta-feira, 5 de janeiro de 2022",8615,13,6,R$ 50,R$ 300
5214,"quinta-feira, 20 de janeiro de 2022",6804,13,6,R$ 50,R$ 300
5346,"quarta-feira, 26 de janeiro de 2022",4592,13,6,R$ 50,R$ 300
5638,"sábado, 5 de fevereiro de 2022",286,13,6,R$ 50,R$ 300
5683,"segunda-feira, 7 de fevereiro de 2022",10049,13,6,R$ 50,R$ 300
5724,"terça-feira, 8 de fevereiro de 2022",1533,13,6,R$ 50,R$ 300
5748,"quarta-feira, 9 de fevereiro de 2022",8602,13,6,R$ 50,R$ 300
5749,"quarta-feira, 9 de fevereiro de 2022",10249,13,6,R$ 50,R$ 300
5823,"sábado, 12 de fevereiro de 2022",5464,13,6,R$ 50,R$ 300
5824,"sábado, 12 de fevereiro de 2022",10131,13,6,R$ 50,R$ 300
6120,"terça-feira, 22 de fevereiro de 2022",3655,13,6,R$ 50,R$ 300
6314,"terça-feira, 1 de março de 2022",5700,13,6,R$ 50,R$ 300
6375,"quinta-feira, 3 de março de 2022",7852,13,6,R$ 50,R$ 300
6455,"domingo, 6 de março de 2022",8846,13,6,R$ 50,R$ 300
6482,"segunda-feira, 7 de março de 2022",7721,13,6,R$ 50,R$ 300
6556,"quinta-feira, 10 de março de 2022",7862,13,6,R$ 50,R$ 300
6834,"segunda-feira, 21 de março de 2022",5872,13,6,R$ 50,R$ 300
6996,"domingo, 27 de março de 2022",1787,13,6,R$ 50,R$ 300
7167,"sábado, 2 de abril de 2022",7812,13,6,R$ 50,R$ 300
7213,"segunda-feira, 4 de abril de 2022",5985,13,6,R$ 50,R$ 300
7281,"quinta-feira, 7 de abril de 2022",7782,13,6,R$ 50,R$ 300
7393,"segunda-feira, 11 de abril de 2022",4571,13,6,R$ 50,R$ 300
7414,"terça-feira, 12 de abril de 2022",7331,13,6,R$ 50,R$ 300
7478,"quinta-feira, 14 de abril de 2022",6787,13,6,R$ 50,R$ 300
7762,"segunda-feira, 25 de abril de 2022",3168,13,6,R$ 50,R$ 300
7957,"segunda-feira, 2 de maio de 2022",7051,13,6,R$ 50,R$ 300
8079,"sexta-feira, 6 de maio de 2022",2530,13,6,R$ 50,R$ 300
8914,"domingo, 5 de junho de 2022",2614,13,6,R$ 50,R$ 300
9047,"sexta-feira, 10 de junho de 2022",4386,13,6,R$ 50,R$ 300
9095,"domingo, 12 de junho de 2022",1328,13,6,R$ 50,R$ 300
9176,"quarta-feira, 15 de junho de 2022",7201,13,6,R$ 50,R$ 300
9801,"sexta-feira, 8 de julho de 2022",8551,13,6,R$ 50,R$ 300
9977,"quinta-feira, 14 de julho de 2022",3245,13,6,R$ 50,R$ 300
10066,"domingo, 17 de julho de 2022",5746,13,6,R$ 50,R$ 300
10102,"segunda-feira, 18 de julho de 2022",4026,13,6,R$ 50,R$ 300
10272,"segunda-feira, 25 de julho de 2022",5498,13,6,R$ 50,R$ 300
10967,"sábado, 20 de agosto de 2022",2211,13,6,R$ 50,R$ 300
11479,"sexta-feira, 9 de setembro de 2022",9256,13,6,R$ 50,R$ 300
11605,"quarta-feira, 14 de setembro de 2022",4771,13,6,R$ 50,R$ 300
11907,"sábado, 24 de setembro de 2022",9715,13,6,R$ 50,R$ 300
12148,"segunda-feira, 3 de outubro de 2022",4003,13,6,R$ 50,R$ 300
12196,"quarta-feira, 5 de outubro de 2022",1745,13,6,R$ 50,R$ 300
12223,"quinta-feira, 6 de outubro de 2022",1787,13,6,R$ 50,R$ 300
12316,"domingo, 9 de outubro de 2022",5592,13,6,R$ 50,R$ 300
12499,"domingo, 16 de outubro de 2022",8179,13,6,R$ 50,R$ 300
12509,"domingo, 16 de outubro de 2022",8388,13,6,R$ 50,R$ 300
13431,"sexta-feira, 18 de novembro de 2022",3495,13,6,R$ 50,R$ 300
13462,"sábado, 19 de novembro de 2022",3495,13,6,R$ 50,R$ 300
13541,"terça-feira, 22 de novembro de 2022",769,13,6,R$ 50,R$ 300
13600,"sexta-feira, 25 de novembro de 2022",3985,13,6,R$ 50,R$ 300
13738,"quarta-feira, 30 de novembro de 2022",6113,13,6,R$ 50,R$ 300
13971,"sábado, 17 de dezembro de 2022",1443,13,6,R$ 50,R$ 300
270,"sábado, 30 de janeiro de 2021",4070,18,6,R$ 45,R$ 270
528,"sexta-feira, 19 de fevereiro de 2021",2996,18,6,R$ 45,R$ 270
541,"domingo, 21 de fevereiro de 2021",3373,18,6,R$ 45,R$ 270
563,"terça-feira, 23 de fevereiro de 2021",7234,18,6,R$ 45,R$ 270
641,"domingo, 28 de fevereiro de 2021",5339,18,6,R$ 45,R$ 270
999,"quinta-feira, 25 de março de 2021",6713,18,6,R$ 45,R$ 270
1047,"domingo, 28 de março de 2021",7750,18,6,R$ 45,R$ 270
1105,"quarta-feira, 31 de março de 2021",1334,18,6,R$ 45,R$ 270
1425,"quinta-feira, 22 de abril de 2021",5501,18,6,R$ 45,R$ 270
1577,"terça-feira, 4 de maio de 2021",4877,18,6,R$ 45,R$ 270
2022,"segunda-feira, 7 de junho de 2021",6077,18,6,R$ 45,R$ 270
2210,"quinta-feira, 24 de junho de 2021",7051,18,6,R$ 45,R$ 270
2343,"segunda-feira, 5 de julho de 2021",9099,18,6,R$ 45,R$ 270
2373,"quinta-feira, 8 de julho de 2021",545,18,6,R$ 45,R$ 270
2617,"quarta-feira, 28 de julho de 2021",3682,18,6,R$ 45,R$ 270
2737,"sexta-feira, 6 de agosto de 2021",754,18,6,R$ 45,R$ 270
2794,"quarta-feira, 11 de agosto de 2021",2067,18,6,R$ 45,R$ 270
2805,"quinta-feira, 12 de agosto de 2021",1490,18,6,R$ 45,R$ 270
3016,"domingo, 29 de agosto de 2021",8041,18,6,R$ 45,R$ 270
3275,"domingo, 19 de setembro de 2021",3965,18,6,R$ 45,R$ 270
3278,"segunda-feira, 20 de setembro de 2021",1598,18,6,R$ 45,R$ 270
3373,"quarta-feira, 29 de setembro de 2021",7897,18,6,R$ 45,R$ 270
3495,"quinta-feira, 7 de outubro de 2021",4063,18,6,R$ 45,R$ 270
3706,"terça-feira, 26 de outubro de 2021",2245,18,6,R$ 45,R$ 270
4340,"sexta-feira, 10 de dezembro de 2021",4566,18,6,R$ 45,R$ 270
4805,"terça-feira, 4 de janeiro de 2022",3567,18,6,R$ 45,R$ 270
5311,"segunda-feira, 24 de janeiro de 2022",7180,18,6,R$ 45,R$ 270
5600,"sexta-feira, 4 de fevereiro de 2022",6603,18,6,R$ 45,R$ 270
5626,"sábado, 5 de fevereiro de 2022",1289,18,6,R$ 45,R$ 270
5914,"terça-feira, 15 de fevereiro de 2022",6372,18,6,R$ 45,R$ 270
6044,"domingo, 20 de fevereiro de 2022",8534,18,6,R$ 45,R$ 270
6046,"domingo, 20 de fevereiro de 2022",9941,18,6,R$ 45,R$ 270
6162,"quarta-feira, 23 de fevereiro de 2022",6527,18,6,R$ 45,R$ 270
6430,"sábado, 5 de março de 2022",3487,18,6,R$ 45,R$ 270
6506,"terça-feira, 8 de março de 2022",4330,18,6,R$ 45,R$ 270
6650,"segunda-feira, 14 de março de 2022",405,18,6,R$ 45,R$ 270
6682,"terça-feira, 15 de março de 2022",9634,18,6,R$ 45,R$ 270
6768,"sexta-feira, 18 de março de 2022",3250,18,6,R$ 45,R$ 270
6923,"sexta-feira, 25 de março de 2022",697,18,6,R$ 45,R$ 270
6994,"domingo, 27 de março de 2022",6524,18,6,R$ 45,R$ 270
7309,"sexta-feira, 8 de abril de 2022",7788,18,6,R$ 45,R$ 270
7951,"segunda-feira, 2 de maio de 2022",2368,18,6,R$ 45,R$ 270
8083,"sexta-feira, 6 de maio de 2022",5944,18,6,R$ 45,R$ 270
8244,"quinta-feira, 12 de maio de 2022",10106,18,6,R$ 45,R$ 270
8344,"segunda-feira, 16 de maio de 2022",8897,18,6,R$ 45,R$ 270
8359,"segunda-feira, 16 de maio de 2022",3748,18,6,R$ 45,R$ 270
8561,"segunda-feira, 23 de maio de 2022",5466,18,6,R$ 45,R$ 270
8750,"segunda-feira, 30 de maio de 2022",2244,18,6,R$ 45,R$ 270
8969,"terça-feira, 7 de junho de 2022",7601,18,6,R$ 45,R$ 270
9183,"quarta-feira, 15 de junho de 2022",3528,18,6,R$ 45,R$ 270
9882,"segunda-feira, 11 de julho de 2022",9443,18,6,R$ 45,R$ 270
10019,"sexta-feira, 15 de julho de 2022",7514,18,6,R$ 45,R$ 270
10040,"sábado, 16 de julho de 2022",971,18,6,R$ 45,R$ 270
10298,"terça-feira, 26 de julho de 2022",2362,18,6,R$ 45,R$ 270
10613,"domingo, 7 de agosto de 2022",8890,18,6,R$ 45,R$ 270
10761,"sexta-feira, 12 de agosto de 2022",8697,18,6,R$ 45,R$ 270
10823,"domingo, 14 de agosto de 2022",9417,18,6,R$ 45,R$ 270
11102,"sexta-feira, 26 de agosto de 2022",4226,18,6,R$ 45,R$ 270
11280,"quinta-feira, 1 de setembro de 2022",9461,18,6,R$ 45,R$ 270
11481,"sexta-feira, 9 de setembro de 2022",4287,18,6,R$ 45,R$ 270
11682,"sexta-feira, 16 de setembro de 2022",7810,18,6,R$ 45,R$ 270
11869,"sexta-feira, 23 de setembro de 2022",1147,18,6,R$ 45,R$ 270
11967,"segunda-feira, 26 de setembro de 2022",7051,18,6,R$ 45,R$ 270
12229,"quinta-feira, 6 de outubro de 2022",9954,18,6,R$ 45,R$ 270
12474,"sábado, 15 de outubro de 2022",8571,18,6,R$ 45,R$ 270
12757,"terça-feira, 25 de outubro de 2022",6307,18,6,R$ 45,R$ 270
12817,"quinta-feira, 27 de outubro de 2022",5172,18,6,R$ 45,R$ 270
13429,"sexta-feira, 18 de novembro de 2022",8952,18,6,R$ 45,R$ 270
13476,"domingo, 20 de novembro de 2022",8239,18,6,R$ 45,R$ 270
13960,"quinta-feira, 15 de dezembro de 2022",7149,18,6,R$ 45,R$ 270
100,"quarta-feira, 13 de janeiro de 2021",7622,10,6,R$ 70,R$ 420
590,"quinta-feira, 25 de fevereiro de 2021",8107,10,6,R$ 70,R$ 420
892,"quinta-feira, 18 de março de 2021",430,10,6,R$ 70,R$ 420
1229,"sexta-feira, 9 de abril de 2021",5347,10,6,R$ 70,R$ 420
1326,"sexta-feira, 16 de abril de 2021",1214,10,6,R$ 70,R$ 420
1970,"quinta-feira, 3 de junho de 2021",3680,10,6,R$ 70,R$ 420
2051,"sexta-feira, 11 de junho de 2021",6204,10,6,R$ 70,R$ 420
2063,"sábado, 12 de junho de 2021",1957,10,6,R$ 70,R$ 420
2067,"sábado, 12 de junho de 2021",6047,10,6,R$ 70,R$ 420
2124,"sexta-feira, 18 de junho de 2021",7154,10,6,R$ 70,R$ 420
3318,"sábado, 25 de setembro de 2021",1256,10,6,R$ 70,R$ 420
3346,"segunda-feira, 27 de setembro de 2021",1491,10,6,R$ 70,R$ 420
3765,"sábado, 30 de outubro de 2021",4525,10,6,R$ 70,R$ 420
3890,"segunda-feira, 8 de novembro de 2021",9256,10,6,R$ 70,R$ 420
4010,"quinta-feira, 18 de novembro de 2021",4085,10,6,R$ 70,R$ 420
4076,"terça-feira, 23 de novembro de 2021",192,10,6,R$ 70,R$ 420
4830,"quarta-feira, 5 de janeiro de 2022",5605,10,6,R$ 70,R$ 420
4915,"sábado, 8 de janeiro de 2022",2114,10,6,R$ 70,R$ 420
5020,"quinta-feira, 13 de janeiro de 2022",6111,10,6,R$ 70,R$ 420
5559,"quarta-feira, 2 de fevereiro de 2022",8713,10,6,R$ 70,R$ 420
5603,"sexta-feira, 4 de fevereiro de 2022",2814,10,6,R$ 70,R$ 420
6143,"quarta-feira, 23 de fevereiro de 2022",1606,10,6,R$ 70,R$ 420
6184,"quinta-feira, 24 de fevereiro de 2022",6822,10,6,R$ 70,R$ 420
6261,"domingo, 27 de fevereiro de 2022",430,10,6,R$ 70,R$ 420
6281,"domingo, 27 de fevereiro de 2022",8865,10,6,R$ 70,R$ 420
6372,"quinta-feira, 3 de março de 2022",8279,10,6,R$ 70,R$ 420
6448,"domingo, 6 de março de 2022",6999,10,6,R$ 70,R$ 420
